property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
house,sector 45,7.35,6.0,4.0,3+,Old Property,2475.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,0.65,2.0,2.0,3,Moderately Old,1223.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 60,2.65,3.0,4.0,3+,Moderately Old,2037.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 52,0.29,1.0,1.0,0,Moderately Old,278.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 12,2.7,4.0,3.0,3,Old Property,3150.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 95,0.48,2.0,2.0,2,Relatively New,744.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37c,0.99,3.0,4.0,3,Relatively New,1661.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 81,0.38,1.0,1.0,2,Relatively New,444.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 108,2.0,3.0,3.0,3+,Relatively New,2118.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 63a,3.5,3.0,3.0,3,Under Construction,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 45,8.5,5.0,4.0,2,Moderately Old,3240.0,0.0,1.0,0.0,1.0,0.0,0.0,Low,Low Floor
flat,sohna road,2.6,2.0,2.0,2,New Property,4986.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 91,0.96,2.0,2.0,3+,Moderately Old,1272.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,5.2,3.0,3.0,3,Relatively New,2698.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 50,2.65,3.0,4.0,3+,Moderately Old,2470.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 70,1.63,3.0,5.0,3,Relatively New,1528.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 108,1.9,2.0,2.0,2,Relatively New,1251.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1429.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 103,1.05,2.0,2.0,3,Relatively New,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 79,1.25,3.0,3.0,2,Relatively New,1213.0,1.0,0.0,0.0,1.0,0.0,0.0,high,Low Floor
flat,sohna road,0.85,2.0,2.0,3,New Property,978.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 54,10.0,4.0,5.0,3+,Moderately Old,3000.0,0.0,1.0,0.0,0.0,0.0,2.0,high,High Floor
flat,sector 22,3.2,3.0,4.0,3+,New Property,2519.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 103,2.45,4.0,4.0,3,Relatively New,2604.0,1.0,1.0,1.0,1.0,0.0,1.0,Low,High Floor
flat,sector 79,1.35,3.0,3.0,2,Relatively New,1363.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,0.47,1.0,1.0,1,Old Property,672.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 66,1.5,2.0,3.0,3,Relatively New,1330.0,0.0,1.0,0.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 72,3.1,4.0,5.0,3+,Moderately Old,3376.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,0.48,2.0,2.0,1,Relatively New,582.0,0.0,0.0,1.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 85,2.09,4.0,4.0,3,Relatively New,2600.0,1.0,1.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 82a,2.25,3.0,3.0,3+,Relatively New,2333.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,High Floor
flat,sector 102,0.97,2.0,2.0,2,Relatively New,829.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 84,1.5,3.0,3.0,3,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
house,sector 47,5.25,9.0,9.0,3+,Relatively New,4650.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 59,5.8,3.0,4.0,3,New Property,3361.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 37d,1.0,3.0,5.0,3,Under Construction,1834.0,0.0,1.0,0.0,0.0,1.0,1.0,Low,High Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1300.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 2,3.0,6.0,4.0,3+,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.66,4.0,4.0,1,Relatively New,1784.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 110,3.79,5.0,5.0,3,Relatively New,3469.0,0.0,1.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 107,0.36,2.0,2.0,2,Relatively New,608.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.85,4.0,4.0,2,Relatively New,1821.0,0.0,0.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 37d,1.75,4.0,4.0,3,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 33,1.25,2.0,2.0,3,New Property,1385.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 50,6.0,4.0,3.0,3,Moderately Old,3986.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 66,1.9,3.0,4.0,2,Relatively New,1850.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 43,3.8,3.0,3.0,3+,Moderately Old,2450.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 113,1.32,2.0,2.0,2,Relatively New,1199.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 83,1.8,3.0,3.0,3,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.62,3.0,4.0,3+,New Property,129.42,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,1.45,3.0,3.0,3+,Old Property,1900.0,1.0,1.0,0.0,1.0,1.0,1.0,high,Mid Floor
house,sector 28,13.0,10.0,10.0,3+,Relatively New,8056.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 9,3.2,3.0,3.0,2,Old Property,2367.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 109,1.7,3.0,3.0,3,Moderately Old,1550.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 102,1.82,3.0,4.0,3+,Moderately Old,1759.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 67,3.05,3.0,3.0,3+,Relatively New,2030.0,0.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 109,1.65,3.0,3.0,3+,Relatively New,1947.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 110,3.3,4.0,5.0,3,Relatively New,3034.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.32,2.0,1.0,0,Relatively New,476.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 13,1.5,2.0,2.0,2,Old Property,1426.0,1.0,0.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 86,0.9,3.0,3.0,2,New Property,1690.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 92,0.9,4.0,5.0,3+,Relatively New,1807.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 111,2.58,3.0,4.0,2,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 95,0.8,2.0,2.0,3,New Property,713.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 108,10.5,5.0,4.0,3+,Relatively New,7331.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 37d,1.5,3.0,2.0,3+,Relatively New,1377.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 43,11.5,7.0,8.0,3+,Old Property,9000.0,0.0,1.0,1.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 48,6.0,4.0,4.0,3+,Moderately Old,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 69,1.75,4.0,4.0,1,Relatively New,1784.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 24,1.6,7.0,5.0,3+,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 33,1.35,3.0,2.0,3+,New Property,1486.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 53,5.0,3.0,4.0,3,Old Property,3222.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 82,0.86,2.0,2.0,2,Relatively New,1295.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 99,1.9,4.0,4.0,3+,New Property,2835.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 92,0.8,3.0,3.0,3,Relatively New,1692.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 108,1.25,3.0,3.0,3,Relatively New,1500.0,0.0,1.0,0.0,1.0,0.0,1.0,high,Low Floor
flat,sector 104,1.85,3.0,4.0,3+,Relatively New,2074.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.87,2.0,2.0,3+,Relatively New,1132.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 43,15.5,5.0,6.0,3,Moderately Old,5490.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,1.38,3.0,3.0,3,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,2.25,3.0,3.0,3,New Property,1812.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
house,sector 12,3.71,3.0,3.0,1,Moderately Old,1872.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 9a,1.5,4.0,3.0,3+,Relatively New,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 86,0.45,2.0,2.0,1,Under Construction,637.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 107,0.9,2.0,2.0,3+,New Property,1237.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 72,3.9,4.0,4.0,3+,Relatively New,2510.0,0.0,1.0,0.0,0.0,1.0,1.0,Low,High Floor
flat,sohna road,0.42,2.0,2.0,1,New Property,590.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 81,2.3,3.0,3.0,3+,Relatively New,1617.0,1.0,1.0,0.0,1.0,1.0,2.0,Low,High Floor
house,sector 4,0.47,3.0,4.0,0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 56,2.95,2.0,2.0,0,Moderately Old,1458.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 91,1.75,4.0,4.0,3+,Relatively New,2141.0,0.0,1.0,0.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 43,6.25,7.0,7.0,3+,Moderately Old,2034.0,1.0,1.0,1.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 61,2.54,3.0,3.0,3,New Property,1639.0,0.0,0.0,1.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 69,0.6,2.0,1.0,1,Relatively New,667.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 50,7.5,3.0,3.0,2,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 91,1.65,4.0,4.0,3+,Moderately Old,2141.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 102,1.35,2.0,2.0,2,Relatively New,1231.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,1.25,2.0,2.0,2,Relatively New,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,High Floor
house,sector 57,3.75,3.0,4.0,3,Moderately Old,1620.0,1.0,1.0,1.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 39,1.75,3.0,4.0,3,Old Property,2222.0,0.0,1.0,0.0,0.0,0.0,2.0,Low,Mid Floor
flat,sector 83,1.3,3.0,3.0,1,Relatively New,2591.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 15,10.0,5.0,5.0,2,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 43,2.5,4.0,4.0,3+,Moderately Old,2722.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 95,0.26,1.0,1.0,1,New Property,407.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 70a,2.6,3.0,2.0,2,Moderately Old,2406.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 9,0.6,2.0,2.0,1,Moderately Old,558.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 28,0.7,2.0,2.0,0,Old Property,864.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 109,6.0,4.0,4.0,3+,Relatively New,2430.0,1.0,1.0,1.0,1.0,0.0,1.0,high,Low Floor
flat,sector 113,3.0,3.0,3.0,3+,Relatively New,2460.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 61,2.24,3.0,3.0,2,New Property,1403.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 110,1.8,3.0,3.0,3+,Relatively New,1850.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 103,1.69,3.0,3.0,3+,Relatively New,1671.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.49,3.0,3.0,3,Relatively New,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 86,1.5,3.0,3.0,3+,Relatively New,1780.0,1.0,0.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 103,1.65,3.0,3.0,3+,Relatively New,1684.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 92,0.49,2.0,2.0,2,Relatively New,1109.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sohna road,0.73,2.0,2.0,3,Relatively New,978.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 84,0.6,2.0,2.0,2,Relatively New,1087.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 33,1.7,3.0,3.0,3,Under Construction,1620.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 48,6.4,4.0,4.0,3,Moderately Old,2700.0,0.0,1.0,1.0,0.0,0.0,0.0,high,Mid Floor
house,sector 109,6.5,4.0,4.0,3+,New Property,5400.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Low Floor
flat,sector 85,1.17,2.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 66,2.99,3.0,3.0,3,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 14,7.5,3.0,3.0,2,Old Property,4518.0,1.0,1.0,0.0,1.0,0.0,0.0,Low,Low Floor
house,sector 38,4.0,4.0,9.0,3+,Relatively New,4800.0,0.0,0.0,1.0,1.0,0.0,0.0,high,Low Floor
flat,sector 70,1.6,3.0,5.0,3,Relatively New,1528.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 61,1.58,2.0,2.0,2,New Property,1278.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sohna road,0.66,2.0,2.0,3,Relatively New,978.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,High Floor
flat,sector 90,1.65,4.0,4.0,3+,Relatively New,2214.0,0.0,0.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 71,1.32,4.0,4.0,3,Moderately Old,1986.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 102,2.12,3.0,3.0,3,New Property,1572.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 4,0.36,2.0,2.0,1,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 107,0.29,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 83,1.25,3.0,3.0,2,Moderately Old,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 65,1.42,2.0,2.0,2,Relatively New,1010.0,1.0,0.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 67,2.72,4.0,4.0,3+,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 104,0.2,1.0,2.0,2,New Property,334.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 112,3.29,3.0,3.0,3+,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,0.0,high,Low Floor
flat,sector 109,2.22,3.0,4.0,3,Relatively New,1860.0,1.0,1.0,1.0,1.0,0.0,1.0,Low,High Floor
flat,sector 61,1.7,2.0,2.0,2,Under Construction,1278.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 67,2.85,4.0,4.0,3+,Moderately Old,2129.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 37d,1.95,4.0,3.0,3,Relatively New,1650.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 61,2.17,3.0,3.0,3,Under Construction,1721.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 24,6.5,4.0,4.0,2,Old Property,2844.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Low Floor
house,sector 6,0.75,2.0,4.0,1,Moderately Old,713.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 63a,3.7,3.0,3.0,3+,Under Construction,2667.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 81,2.2,3.0,4.0,3+,Relatively New,2482.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 71,1.0,3.0,3.0,3+,Relatively New,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 67,2.99,3.0,3.0,3,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.19,1.0,1.0,1,Relatively New,3569.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 86,1.3,2.0,3.0,3,Relatively New,944.0,1.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.0,1.0,1.0,0.0,1.0,1.0,1.0,Low,Mid Floor
flat,sector 107,0.5,3.0,2.0,2,Relatively New,850.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 81,0.6,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 37c,1.27,3.0,3.0,3,Relatively New,1597.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 12,1.15,3.0,4.0,2,Old Property,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,Low,Low Floor
house,sector 43,13.0,3.0,3.0,3+,New Property,2700.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 49,4.45,6.0,6.0,3,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,high,Mid Floor
flat,sector 76,0.75,2.0,2.0,2,Under Construction,666.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 63a,3.7,3.0,3.0,3+,Under Construction,2667.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 56,1.37,3.0,3.0,3+,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,high,Low Floor
flat,sohna road,0.2,2.0,2.0,1,New Property,743.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.75,3.0,4.0,3+,Relatively New,1759.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
house,sector 31,3.5,4.0,4.0,3,Old Property,1449.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 41,4.25,2.0,9.0,3+,Moderately Old,1620.0,1.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 11,2.1,2.0,6.0,3+,Relatively New,1215.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.83,3.0,4.0,3,Relatively New,1925.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.85,4.0,5.0,3+,Relatively New,2547.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 4,0.58,2.0,2.0,1,Moderately Old,67.0,0.0,0.0,0.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 104,1.58,2.0,3.0,3,Relatively New,1540.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 24,11.0,8.0,11.0,3+,Old Property,5000.0,1.0,1.0,0.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 86,1.28,3.0,4.0,3+,Moderately Old,1741.0,0.0,1.0,0.0,1.0,0.0,1.0,Medium,High Floor
house,sector 76,1.75,4.0,4.0,0,New Property,3111.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 2,2.68,4.0,3.0,2,Moderately Old,1557.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 108,1.7,4.0,4.0,3+,Relatively New,3000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 26,18.9,6.0,8.0,2,Relatively New,4518.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 105,9.9,2.0,2.0,2,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 84,0.35,2.0,2.0,2,Relatively New,537.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 66,3.98,3.0,4.0,3+,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 106,0.97,2.0,2.0,3,New Property,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,high,Mid Floor
house,sector 24,2.6,4.0,4.0,3+,Relatively New,1080.0,1.0,0.0,1.0,1.0,0.0,2.0,Low,Mid Floor
flat,sector 90,0.65,2.0,2.0,2,Old Property,1178.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 103,3.25,4.0,3.0,3+,Relatively New,4000.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 86,0.43,2.0,2.0,1,New Property,557.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 59,4.02,3.0,3.0,1,Under Construction,2550.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,0.4,2.0,2.0,1,New Property,576.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 14,6.5,5.0,5.0,0,Moderately Old,2500.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 62,2.1,2.0,2.0,3,New Property,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,High Floor
flat,sector 79,1.65,3.0,3.0,0,Relatively New,1815.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 9,3.4,9.0,9.0,3,Moderately Old,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,0.99,2.0,2.0,2,Relatively New,1126.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 86,1.65,3.0,4.0,3,Relatively New,1716.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 67a,1.7,3.0,3.0,2,New Property,1347.0,0.0,1.0,0.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 103,1.9,3.0,4.0,3+,Relatively New,3716.0,1.0,1.0,0.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 65,2.29,3.0,4.0,3+,Relatively New,1833.0,1.0,1.0,0.0,0.0,0.0,2.0,high,Low Floor
flat,sohna road,0.56,2.0,2.0,3,New Property,913.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,2.3,4.0,4.0,3+,New Property,2000.0,0.0,1.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 37d,0.6,2.0,2.0,3,New Property,626.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 60,2.15,2.0,3.0,2,Relatively New,1250.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 23,1.2,3.0,2.0,2,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.19,3.0,3.0,2,Relatively New,1778.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 65,3.2,4.0,3.0,2,Relatively New,3150.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 56,1.38,3.0,3.0,3,Moderately Old,1910.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 26,13.5,5.0,5.0,2,Moderately Old,4518.0,1.0,1.0,0.0,0.0,1.0,0.0,Medium,Low Floor
flat,sohna road,0.35,2.0,2.0,2,Relatively New,556.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 88a,1.45,2.0,2.0,3+,Relatively New,133.0,1.0,0.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 52,2.0,4.0,3.0,3,Moderately Old,2092.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 65,2.33,2.0,2.0,3,Under Construction,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 90,0.5,2.0,2.0,2,Relatively New,796.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
